代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
600096,云天化,6.07,7.82%,0.44,72.77万,4.40亿,10.48%,6.19,5.60,5.62,5.63,2.51,5.51%,61.32,1.91
300712,永福股份,25.15,7.75%,1.81,13.35万,3.25亿,12.81%,25.67,22.68,23.03,23.34,1.46,7.33%,92.49,4.54
688037,芯源微,94.90,7.72%,6.80,2.29万,2.16亿,10.70%,96.50,87.07,87.90,88.10,2.29,5.25%,133.79,10.10
000155,川能动力,8.10,7.71%,0.58,165.85万,13.47亿,6.65%,8.27,7.77,7.81,7.52,1.49,13.06%,40.67,2.77
600316,洪都航空,51.70,7.71%,3.70,58.87万,29.92亿,10.65%,52.80,47.69,47.70,48.00,1.12,8.21%,2192.89,7.45
300599,雄塑科技,12.10,7.65%,0.86,6.16万,7264.46万,9.34%,12.19,11.14,11.24,11.24,2.46,4.10%,17.12,2.18
002174,游族网络,13.20,7.58%,0.93,67.21万,8.67亿,10.35%,13.49,12.22,12.39,12.27,1.80,9.66%,16.18,2.14
688006,杭可科技,80.10,7.52%,5.60,3.64万,2.91亿,6.01%,81.48,77.00,78.00,74.50,1.08,3.82%,78.29,12.97
600570,恒生电子,101.25,7.51%,7.07,18.59万,18.36亿,9.24%,102.00,93.30,93.50,94.18,1.51,1.78%,186.42,27.60
688981,中芯国际-U,56.47,7.50%,3.94,57.53万,31.80亿,9.10%,57.05,52.27,52.40,52.53,2.42,5.53%,105.88,4.38
000822,山东海化,4.02,7.49%,0.28,23.24万,9099.70万,11.50%,4.11,3.68,3.74,3.74,3.43,2.60%,-24.80,1.13
002911,佛燃能源,18.38,7.49%,1.28,9.37万,1.70亿,11.40%,18.81,16.86,17.05,17.10,1.62,1.69%,19.52,3.12
002386,天原集团,5.93,7.43%,0.41,55.75万,3.34亿,10.14%,6.07,5.51,5.51,5.52,5.33,7.14%,226.34,0.93
300151,昌红科技,26.75,7.21%,1.80,7.75万,2.03亿,8.82%,27.07,24.87,25.28,24.95,1.62,2.71%,69.01,13.25
300999,金龙鱼,104.98,7.14%,7.00,53.53万,55.68亿,10.92%,107.77,97.07,98.10,97.98,1.01,15.01%,83.87,6.88
000615,奥园美谷,7.55,7.09%,0.50,76.56万,5.77亿,10.92%,7.76,6.99,7.00,7.05,1.75,9.89%,-45.98,3.39
600516,方大炭素,7.10,7.09%,0.47,168.39万,11.83亿,10.56%,7.25,6.55,6.60,6.63,2.14,4.42%,50.62,1.75
003009,中天火箭,68.22,7.08%,4.51,12.16万,8.12亿,10.64%,70.00,63.22,63.22,63.71,1.14,31.30%,109.05,8.81
000723,美锦能源,6.85,7.03%,0.45,157.18万,10.55亿,11.41%,6.98,6.25,6.25,6.40,1.23,4.16%,45.55,3.24
300066,三川智慧,4.90,6.99%,0.32,35.71万,1.74亿,5.46%,4.98,4.73,4.73,4.58,3.83,3.59%,26.91,2.75
603008,喜临门,19.76,6.98%,1.29,20.54万,4.09亿,7.26%,20.32,18.98,20.12,18.47,2.88,5.30%,31.87,2.73
603613,国联股份,128.02,6.95%,8.32,2.79万,3.44亿,8.69%,128.50,118.10,119.06,119.70,1.11,2.32%,127.37,8.30
002068,黑猫股份,6.18,6.92%,0.40,26.94万,1.65亿,10.03%,6.36,5.78,5.86,5.78,1.80,3.71%,861.54,1.57
300457,赢合科技,30.04,6.83%,1.92,24.92万,7.28亿,8.43%,30.67,28.30,28.30,28.12,2.17,5.75%,52.33,3.66
600300,维维股份,4.71,6.80%,0.30,153.29万,7.13亿,10.43%,4.83,4.37,4.38,4.41,0.91,9.17%,18.67,2.79
600573,惠泉啤酒,11.85,6.76%,0.75,34.37万,4.00亿,11.26%,12.10,10.85,10.95,11.10,0.77,13.75%,58.63,2.54
603179,新泉股份,34.13,6.72%,2.15,3.75万,1.26亿,8.79%,34.41,31.60,31.71,31.98,1.31,1.19%,48.01,5.12
300922,C天秦,38.20,6.70%,2.40,11.95万,4.49亿,17.04%,40.60,34.50,34.70,35.80,0.81,45.00%,74.68,5.25
600861,北京城乡,17.06,6.69%,1.07,8.85万,1.49亿,11.88%,17.59,15.69,16.28,15.99,1.34,2.79%,-38.40,2.42
002555,三七互娱,31.04,6.67%,1.94,106.38万,32.34亿,8.83%,31.37,28.80,29.47,29.10,2.04,7.19%,21.76,8.08
000725,京东方Ａ,5.96,6.62%,0.37,1874.20万,110.41亿,9.48%,6.03,5.50,5.52,5.59,1.77,5.59%,62.83,2.39
603882,金域医学,127.40,6.61%,7.90,5.68万,7.16亿,9.41%,128.88,117.63,117.63,119.50,1.17,1.24%,41.62,17.68
600580,卧龙电驱,15.60,6.56%,0.96,63.50万,9.79亿,8.61%,15.88,14.62,14.72,14.64,1.15,4.86%,24.59,2.75
000751,锌业股份,3.58,6.55%,0.22,82.77万,2.93亿,9.52%,3.66,3.34,3.36,3.36,1.35,5.87%,27.42,1.82
300073,当升科技,63.22,6.54%,3.88,21.36万,13.43亿,8.53%,64.49,59.43,59.43,59.34,1.22,4.90%,78.26,8.40
603317,天味食品,76.00,6.52%,4.65,4.56万,3.40亿,6.83%,76.00,71.13,71.25,71.35,1.87,3.64%,112.09,13.03
600844,丹化科技,4.43,6.49%,0.27,101.81万,4.37亿,15.87%,4.56,3.90,4.01,4.16,1.22,12.38%,-14.91,3.07
300432,富临精工,10.45,6.42%,0.63,40.97万,4.24亿,9.06%,10.62,9.73,9.73,9.82,1.46,5.73%,22.88,3.86
002643,万润股份,21.24,6.41%,1.28,16.61万,3.49亿,8.32%,21.60,19.94,19.97,19.96,1.19,1.86%,41.56,3.90
600882,妙可蓝多,55.00,6.38%,3.30,12.31万,6.69亿,8.10%,56.00,51.81,51.81,51.70,1.87,3.01%,319.50,15.22
600992,贵绳股份,6.75,6.30%,0.40,7.68万,5063.37万,7.40%,6.76,6.29,6.34,6.35,6.61,3.13%,60.76,1.16
000799,酒鬼酒,153.99,6.29%,9.11,16.79万,25.18亿,7.79%,154.78,143.50,144.16,144.88,1.19,5.17%,113.45,18.56
601702,华峰铝业,8.29,6.28%,0.49,46.61万,3.81亿,7.31%,8.37,7.80,7.89,7.80,1.04,18.67%,40.64,3.23
000957,中通客车,8.65,6.27%,0.51,37.48万,3.20亿,8.97%,8.83,8.10,8.15,8.14,0.85,6.32%,344.53,1.86
300700,岱勒新材,19.24,6.24%,1.13,3.99万,7541.71万,7.95%,19.45,18.01,18.02,18.11,1.87,6.77%,262.51,3.21
000545,金浦钛业,3.60,6.19%,0.21,166.60万,5.86亿,15.34%,3.73,3.21,3.32,3.39,1.98,17.37%,-49.82,1.77
600563,法拉电子,108.20,6.19%,6.31,3.66万,3.92亿,6.96%,110.59,103.50,104.00,101.89,0.99,1.62%,49.71,8.99
600621,华鑫股份,21.92,6.15%,1.27,59.71万,12.90亿,9.30%,22.20,20.28,20.35,20.65,1.73,5.63%,25.88,3.37
300068,南都电源,15.04,6.14%,0.87,35.29万,5.29亿,9.17%,15.48,14.18,14.18,14.17,1.17,4.28%,20.83,1.93
002162,悦心健康,4.34,6.11%,0.25,63.96万,2.72亿,10.27%,4.41,3.99,3.99,4.09,1.23,7.50%,52.13,3.59
300911,亿田智能,41.51,6.11%,2.39,4.00万,1.62亿,8.23%,42.22,39.00,39.40,39.12,1.30,15.81%,34.76,4.53
000566,海南海药,9.24,6.08%,0.53,12.71万,1.15亿,6.89%,9.25,8.65,8.67,8.71,1.06,1.06%,480.87,2.75
002285,世联行,4.93,6.02%,0.28,38.71万,1.86亿,8.82%,4.95,4.54,4.65,4.65,1.92,1.92%,-109.40,1.94
605358,立昂微,122.88,6.01%,6.97,15.16万,17.99亿,13.59%,126.75,111.00,117.88,115.91,1.54,37.35%,282.12,27.54
688298,东方生物,202.50,6.01%,11.48,1.80万,3.55亿,7.27%,203.50,189.61,194.30,191.02,0.92,6.31%,27.43,16.86
000962,东方钽业,9.00,6.01%,0.51,14.71万,1.30亿,7.30%,9.06,8.44,8.48,8.49,1.14,3.34%,130.42,3.33
601918,新集能源,3.19,5.98%,0.18,129.35万,4.10亿,11.96%,3.31,2.95,2.97,3.01,1.26,4.99%,15.75,1.27
300841,康华生物,455.06,5.98%,25.67,8162,3.63亿,8.14%,461.00,426.03,428.43,429.39,1.18,5.44%,59.59,14.31
601579,会稽山,14.38,5.97%,0.81,49.95万,7.17亿,12.97%,14.88,13.12,13.26,13.57,1.04,10.04%,83.33,2.27
603131,上海沪工,28.83,5.95%,1.62,8.01万,2.25亿,8.09%,29.05,26.85,27.75,27.21,0.98,2.72%,127.04,7.43
300827,上能电气,76.05,5.95%,4.27,3.27万,2.46亿,11.30%,79.11,71.00,72.37,71.78,0.97,17.86%,75.25,6.78
600819,耀皮玻璃,6.08,5.92%,0.34,28.93万,1.74亿,10.10%,6.24,5.66,5.66,5.74,0.93,3.87%,38.09,1.68
603678,火炬电子,68.00,5.92%,3.80,8.21万,5.44亿,7.48%,68.30,63.50,64.29,64.20,0.90,1.81%,54.29,8.87
002025,航天电器,62.27,5.90%,3.47,7.35万,4.47亿,7.23%,62.66,58.41,58.84,58.80,0.84,1.71%,65.18,8.15
605388,均瑶健康,22.68,5.88%,1.26,13.48万,3.04亿,8.73%,23.29,21.42,21.44,21.42,1.15,19.25%,37.06,5.09
600971,恒源煤电,6.49,5.87%,0.36,72.77万,4.64亿,8.65%,6.56,6.03,6.10,6.13,0.89,6.06%,14.28,0.87
603628,清源股份,10.64,5.87%,0.59,8.21万,8634.87万,7.26%,10.80,10.07,10.10,10.05,1.05,3.00%,43.03,3.10
601011,宝泰隆,4.34,5.85%,0.24,106.79万,4.65亿,11.71%,4.50,4.02,4.05,4.10,1.51,6.65%,386.76,1.13
600152,维科技术,7.43,5.84%,0.41,28.82万,2.16亿,11.11%,7.72,6.94,6.99,7.02,2.47,9.50%,55.30,2.22
600893,航发动力,54.30,5.81%,2.98,49.22万,26.27亿,10.07%,55.65,50.48,50.61,51.32,1.03,2.33%,171.35,4.06
603060,国检集团,19.52,5.80%,1.07,4.80万,9275.26万,7.05%,19.80,18.50,18.69,18.45,1.75,1.11%,54.75,6.36
300035,中科电气,12.14,5.75%,0.66,21.89万,2.66亿,8.89%,12.55,11.53,11.54,11.48,0.91,4.30%,52.02,3.84
600499,科达制造,7.18,5.74%,0.39,49.98万,3.57亿,7.36%,7.33,6.83,6.93,6.79,0.84,3.17%,66.02,2.30
603299,苏盐井神,7.09,5.66%,0.38,15.13万,1.06亿,6.71%,7.15,6.70,6.75,6.71,0.90,2.70%,25.31,1.35
000026,飞亚达,11.57,5.66%,0.62,8.73万,9926.03万,8.49%,11.73,10.80,10.97,10.95,1.61,2.45%,17.30,1.80
300082,奥克股份,10.50,5.63%,0.56,29.13万,2.98亿,10.76%,10.66,9.59,9.74,9.94,1.69,4.30%,17.98,2.17
002312,三泰控股,5.83,5.62%,0.31,25.31万,1.46亿,9.24%,6.02,5.51,5.53,5.52,2.10,1.91%,9.59,2.13
300674,宇信科技,33.49,5.61%,1.78,4.81万,1.58亿,7.60%,33.77,31.36,31.59,31.71,1.08,1.74%,75.80,6.24
603006,联明股份,11.87,5.60%,0.63,3.69万,4314.29万,6.05%,11.89,11.21,11.24,11.24,1.32,1.93%,28.00,1.98
002378,章源钨业,5.89,5.56%,0.31,24.42万,1.42亿,7.89%,5.99,5.55,5.56,5.58,1.26,2.67%,-1351.72,3.31
300040,九洲集团,7.80,5.55%,0.41,18.58万,1.46亿,11.64%,8.20,7.34,7.37,7.39,1.03,6.50%,39.59,1.37
300811,铂科新材,73.75,5.51%,3.85,6415,4678.76万,7.08%,74.50,69.55,69.55,69.90,1.71,4.46%,41.02,5.09
000695,滨海能源,6.54,5.48%,0.34,10.39万,6742.60万,7.74%,6.65,6.17,6.21,6.20,2.75,4.69%,-84.61,3.98
000668,荣丰控股,13.16,5.45%,0.68,2.02万,2647.67万,8.97%,13.48,12.36,12.65,12.48,0.54,1.38%,-69.68,2.04
002444,巨星科技,30.49,5.39%,1.56,19.02万,5.68亿,6.60%,30.49,28.58,28.66,28.93,1.32,1.88%,22.46,3.87
603700,宁水集团,29.64,5.37%,1.51,6.62万,1.95亿,7.18%,30.16,28.14,28.14,28.13,2.42,6.40%,24.72,4.36
000713,丰乐种业,17.51,5.35%,0.89,124.98万,21.52亿,7.82%,17.80,16.50,17.00,16.62,0.86,31.30%,333.24,4.57
601021,春秋航空,54.78,5.35%,2.78,6.99万,3.77亿,7.37%,55.24,51.41,51.55,52.00,1.33,0.76%,-252.27,3.44
603043,广州酒家,38.81,5.32%,1.96,3.59万,1.39亿,7.19%,39.59,36.94,36.94,36.85,1.28,0.89%,32.71,6.45
002326,永太科技,10.92,5.30%,0.55,46.07万,4.97亿,7.33%,11.16,10.40,10.40,10.37,0.93,6.87%,31.60,2.80
600392,盛和资源,8.55,5.30%,0.43,81.85万,7.08亿,9.61%,8.93,8.15,8.15,8.12,1.40,4.66%,76.64,2.73
300590,移为通信,30.75,5.27%,1.54,25.01万,7.53亿,6.57%,30.98,29.06,29.95,29.21,3.99,14.62%,89.71,7.13
000860,顺鑫农业,72.51,5.24%,3.61,13.99万,9.93亿,5.95%,73.00,68.90,68.97,68.90,0.94,1.89%,93.05,6.94
603799,华友钴业,73.24,5.21%,3.63,47.61万,34.85亿,6.11%,75.45,71.20,71.20,69.61,1.01,4.30%,91.29,8.64
600382,广东明珠,5.86,5.21%,0.29,39.94万,2.33亿,9.52%,6.05,5.52,5.56,5.57,0.83,5.06%,10.56,0.74
300258,精锻科技,15.97,5.20%,0.79,4.56万,7159.16万,7.18%,16.10,15.01,15.35,15.18,1.00,1.21%,55.98,2.60
002074,国轩高科,37.26,5.19%,1.84,89.03万,32.78亿,7.91%,38.10,35.30,35.30,35.42,1.18,7.55%,419.69,4.53
000657,中钨高新,7.29,5.19%,0.36,18.99万,1.37亿,7.50%,7.38,6.86,6.90,6.93,1.27,2.46%,37.95,1.77
300762,上海瀚讯,42.13,5.19%,2.08,3.44万,1.42亿,8.96%,43.00,39.41,40.00,40.05,1.36,3.18%,133.06,7.06
688122,西部超导,75.39,5.16%,3.70,4.83万,3.59亿,8.22%,76.50,70.61,71.35,71.69,0.94,1.56%,91.77,12.27
603599,广信股份,23.66,5.16%,1.16,10.89万,2.53亿,6.36%,23.76,22.33,22.67,22.50,1.05,2.36%,18.94,2.00
