代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
688698,N伟创,20.02,86.23%,9.27,29.63万,6.19亿,30.23%,22.95,19.70,20.00,10.75,-,80.91%,36.54,4.81
300590,移为通信,29.21,20.01%,4.87,12.54万,3.46亿,19.56%,29.21,24.45,24.63,24.34,2.40,7.33%,85.22,6.77
300310,宜通世纪,5.56,15.59%,0.75,75.83万,4.06亿,16.42%,5.64,4.85,4.86,4.81,4.65,10.96%,145.02,2.79
300379,东方通,43.65,15.38%,5.82,21.58万,8.89亿,17.13%,43.88,37.40,37.40,37.83,2.83,8.17%,863.57,6.85
300647,超频三,12.65,14.17%,1.57,34.25万,4.22亿,17.06%,12.89,11.00,11.02,11.08,2.02,16.54%,540.61,7.24
300711,广哈通信,18.53,12.37%,2.04,20.21万,3.67亿,19.22%,19.48,16.31,16.69,16.49,2.49,9.79%,-1616.70,6.79
300572,安车检测,38.69,11.63%,4.03,9.07万,3.40亿,10.18%,39.15,35.62,35.62,34.66,2.33,6.52%,35.67,7.59
300506,名家汇,7.00,11.46%,0.72,86.06万,6.16亿,14.97%,7.54,6.60,7.54,6.28,4.58,18.65%,-51.75,2.42
688106,金宏气体,28.96,10.66%,2.79,9.16万,2.62亿,14.02%,29.87,26.20,26.30,26.17,1.98,8.51%,73.73,5.16
300638,广和通,58.75,10.35%,5.51,8.35万,4.80亿,12.17%,59.58,53.10,53.13,53.24,2.24,5.60%,47.65,9.47
000557,西部创业,3.80,10.14%,0.35,39.63万,1.46亿,10.43%,3.80,3.44,3.45,3.45,1.82,2.72%,29.83,1.08
600320,振华重工,3.26,10.14%,0.30,37.48万,1.22亿,4.73%,3.26,3.12,3.19,2.96,5.28,1.13%,67.04,1.24
002168,惠程科技,4.35,10.13%,0.40,36.53万,1.54亿,9.87%,4.35,3.96,3.99,3.95,0.70,4.61%,101.78,1.90
603169,兰石重装,4.91,10.09%,0.45,42.92万,2.05亿,12.11%,4.91,4.37,4.46,4.46,5.02,4.08%,-54.43,2.93
600191,华资实业,6.66,10.08%,0.61,83.62万,5.41亿,9.26%,6.66,6.10,6.49,6.05,2.93,17.24%,78.98,1.76
002686,亿利达,7.87,10.07%,0.72,20.46万,1.60亿,7.97%,7.87,7.30,7.55,7.15,2.10,5.23%,124.28,2.90
000530,冰山冷热,4.81,10.07%,0.44,17.46万,8396.09万,0.00%,4.81,4.81,4.81,4.37,1.05,2.92%,700.43,1.21
600333,长春燃气,8.43,10.05%,0.77,149.44万,12.42亿,8.62%,8.43,7.77,8.40,7.66,4.26,24.54%,-42.62,2.54
000881,中广核技,10.73,10.05%,0.98,44.57万,4.62亿,8.51%,10.73,9.90,10.01,9.75,5.67,6.44%,30.00,1.70
600381,青海春天,7.12,10.05%,0.65,51.91万,3.60亿,9.58%,7.12,6.50,6.69,6.47,1.75,8.84%,-30.36,1.83
603083,剑桥科技,13.48,10.04%,1.23,7.08万,9337.32万,9.96%,13.48,12.26,12.26,12.25,1.76,2.81%,-20.29,1.89
000993,闽东电力,8.99,10.04%,0.82,92.36万,8.17亿,10.04%,8.99,8.17,8.99,8.17,3.53,24.76%,-651.48,2.07
605179,一鸣食品,14.59,10.03%,1.33,2294,334.68万,0.00%,14.59,14.59,14.59,13.26,0.29,0.38%,44.36,4.66
000010,美丽生态,3.95,10.03%,0.36,19.74万,7631.24万,10.03%,3.95,3.59,3.60,3.59,1.64,3.78%,93.34,6.79
600776,东方通信,11.96,10.03%,1.09,13.95万,1.62亿,10.12%,11.96,10.86,10.89,10.87,2.27,1.46%,239.64,4.80
601008,连云港,4.39,10.03%,0.40,66.37万,2.79亿,10.28%,4.39,3.98,4.08,3.99,1.95,6.54%,308.58,1.39
603069,海汽集团,23.16,10.02%,2.11,19.73万,4.39亿,9.31%,23.16,21.20,21.23,21.05,0.72,6.24%,-52.16,7.16
603557,起步股份,9.33,10.02%,0.85,20.36万,1.89亿,10.02%,9.33,8.48,8.55,8.48,1.38,4.12%,38.36,2.89
600081,东风科技,16.69,10.02%,1.52,33.31万,5.52亿,5.21%,16.69,15.90,16.00,15.17,1.74,10.62%,41.79,3.63
002555,三七互娱,29.10,10.02%,2.65,69.05万,19.62亿,9.68%,29.10,26.54,26.65,26.45,1.29,4.67%,20.40,7.57
605186,健麾信息,32.95,10.02%,3.00,6.58万,2.17亿,0.00%,32.95,32.95,32.95,29.95,12.04,19.35%,56.93,5.77
603220,中贝通信,14.39,10.02%,1.31,5.68万,7949.42万,9.56%,14.39,13.14,13.15,13.08,1.30,3.06%,179.13,3.07
002606,大连电瓷,8.35,10.01%,0.76,43.37万,3.59亿,10.01%,8.35,7.59,7.60,7.59,2.86,10.66%,24.76,3.36
002624,完美世界,28.46,10.01%,2.59,66.40万,18.51亿,9.86%,28.46,25.91,25.99,25.87,2.53,3.71%,22.92,4.94
603906,龙蟠科技,31.65,10.01%,2.88,20.09万,6.24亿,8.52%,31.65,29.20,31.65,28.77,3.01,5.86%,56.78,7.44
000063,中兴通讯,33.63,10.01%,3.06,160.51万,53.03亿,9.75%,33.63,30.65,30.65,30.57,4.04,4.62%,42.91,3.70
600967,内蒙一机,11.76,10.01%,1.07,107.02万,12.44亿,4.77%,11.76,11.25,11.76,10.69,4.96,6.33%,31.78,2.08
600460,士兰微,25.29,10.00%,2.30,84.49万,20.56亿,11.22%,25.29,22.71,22.82,22.99,0.91,6.44%,562.11,9.68
000995,皇台酒业,28.04,10.00%,2.55,35.00万,8.68亿,19.77%,28.04,23.00,25.00,25.49,1.21,19.73%,932.11,48.04
605358,立昂微,115.91,10.00%,10.54,10.59万,11.92亿,11.30%,115.91,104.00,104.30,105.37,1.03,26.09%,266.11,25.98
002979,雷赛智能,42.78,10.00%,3.89,1.11万,4692.57万,5.73%,42.78,40.55,40.55,38.89,0.43,2.14%,46.17,8.43
600053,九鼎投资,20.24,10.00%,1.84,4.57万,9007.05万,10.00%,20.24,18.40,18.40,18.40,2.18,1.05%,50.55,3.20
002800,天顺股份,20.02,10.00%,1.82,1.80万,3469.16万,10.77%,20.02,18.06,18.20,18.20,3.00,2.51%,56.51,3.13
000676,智度股份,5.50,10.00%,0.50,11.72万,6326.72万,9.20%,5.50,5.04,5.04,5.00,1.09,1.15%,-48.03,1.10
603739,蔚蓝生物,22.78,10.00%,2.07,1.91万,4252.43万,8.59%,22.78,21.00,21.30,20.71,1.93,2.57%,36.17,3.51
003028,振邦智能,34.45,9.99%,3.13,1716,591.06万,0.00%,34.45,34.45,34.45,31.32,0.68,0.63%,22.70,3.82
002194,武汉凡谷,13.98,9.99%,1.27,6.88万,9419.20万,10.70%,13.98,12.62,12.62,12.71,1.07,1.40%,44.70,4.60
003026,中晶科技,38.97,9.99%,3.54,2434,948.42万,0.00%,38.97,38.97,38.97,35.43,1.61,0.98%,47.15,5.38
002679,福建金森,12.77,9.99%,1.16,12.02万,1.52亿,5.08%,12.77,12.18,12.18,11.61,4.12,5.10%,540.06,4.01
002612,朗姿股份,24.88,9.99%,2.26,54.32万,13.18亿,13.26%,24.88,21.88,23.12,22.62,1.14,20.78%,165.14,3.82
600506,香梨股份,10.35,9.99%,0.94,15.65万,1.59亿,11.37%,10.35,9.28,9.45,9.41,3.54,10.60%,108.62,5.37
002873,新天药业,16.74,9.99%,1.52,1.05万,1732.20万,8.61%,16.74,15.43,15.44,15.22,1.27,0.93%,24.09,2.60
600498,烽火通信,23.90,9.99%,2.17,20.65万,4.86亿,9.07%,23.90,21.93,21.95,21.73,2.59,1.82%,75.61,2.63
603569,长久物流,7.93,9.99%,0.72,2.56万,1973.45万,9.99%,7.93,7.21,7.22,7.21,1.80,0.46%,38.81,2.09
002796,世嘉科技,13.44,9.98%,1.22,5.29万,6880.71万,10.56%,13.44,12.15,12.15,12.22,1.26,2.49%,56.90,2.18
002446,盛路通信,6.72,9.98%,0.61,35.84万,2.36亿,9.82%,6.72,6.12,6.15,6.11,2.89,5.36%,25.72,2.02
600415,小商品城,5.51,9.98%,0.50,134.85万,7.37亿,4.59%,5.51,5.28,5.45,5.01,3.48,2.48%,20.27,2.21
603386,广东骏亚,16.20,9.98%,1.47,2.78万,4398.39万,9.50%,16.20,14.80,15.80,14.73,0.58,1.32%,32.64,3.36
003029,吉大正元,21.60,9.98%,1.96,1021,220.46万,0.00%,21.60,21.60,21.60,19.64,0.49,0.23%,104.55,3.32
600105,永鼎股份,3.42,9.97%,0.31,30.53万,1.03亿,6.75%,3.42,3.21,3.26,3.11,0.61,2.24%,-22.92,1.76
002314,南山控股,3.42,9.97%,0.31,3.76万,1287.12万,0.00%,3.42,3.42,3.42,3.11,0.59,0.33%,-46.32,1.14
002261,拓维信息,6.84,9.97%,0.62,13.65万,9243.78万,10.45%,6.84,6.19,6.19,6.22,1.32,1.45%,86.29,2.98
002017,东信和平,9.38,9.96%,0.85,15.14万,1.39亿,10.32%,9.38,8.50,8.51,8.53,2.79,3.40%,131.53,2.98
600189,泉阳泉,12.14,9.96%,1.10,55.31万,6.67亿,5.16%,12.14,11.57,12.14,11.04,1.07,9.83%,85.21,5.87
603602,纵横通信,12.03,9.96%,1.09,8.28万,9771.95万,11.43%,12.03,10.78,10.80,10.94,2.08,4.06%,-81.91,3.64
002467,二六三,5.96,9.96%,0.54,54.62万,3.18亿,9.96%,5.96,5.42,5.42,5.42,3.52,4.68%,15.35,3.34
002197,证通电子,8.39,9.96%,0.76,17.69万,1.46亿,9.57%,8.39,7.66,7.67,7.63,3.35,4.07%,226.80,1.79
002177,御银股份,5.53,9.94%,0.50,94.33万,5.11亿,8.15%,5.53,5.12,5.15,5.03,5.67,12.39%,46.52,2.47
600125,铁龙物流,6.53,9.93%,0.59,83.54万,5.29亿,8.75%,6.53,6.01,6.20,5.94,1.36,6.40%,17.09,1.37
300394,天孚通信,52.84,9.92%,4.77,5.04万,2.59亿,11.40%,53.23,47.75,48.01,48.07,1.63,2.86%,36.69,8.03
601608,中信重工,4.10,9.92%,0.37,47.47万,1.93亿,4.56%,4.10,3.93,4.02,3.73,2.10,1.09%,65.97,2.42
000767,晋控电力,3.88,9.92%,0.35,93.87万,3.60亿,5.67%,3.88,3.68,3.75,3.53,1.32,3.22%,51.04,1.53
002512,达华智能,3.89,9.89%,0.35,46.08万,1.74亿,9.89%,3.89,3.54,3.57,3.54,1.09,5.39%,586.33,2.94
300598,诚迈科技,117.35,9.88%,10.55,4.97万,5.67亿,11.84%,118.88,106.23,106.38,106.80,1.88,4.71%,-731.38,17.62
600403,大有能源,6.18,9.77%,0.55,156.63万,9.18亿,19.89%,6.19,5.07,5.63,5.63,3.83,6.55%,79.83,1.97
300538,同益股份,25.88,9.61%,2.27,10.46万,2.64亿,12.28%,26.30,23.40,23.89,23.61,1.30,13.51%,141.95,8.51
600775,南京熊猫,7.73,9.34%,0.66,18.23万,1.38亿,10.04%,7.78,7.07,7.07,7.07,6.39,2.71%,225.40,2.04
300571,平治信息,37.30,8.87%,3.04,4.17万,1.55亿,15.67%,39.17,33.80,34.50,34.26,2.91,4.33%,20.07,4.89
002360,同德化工,7.65,8.51%,0.60,13.24万,9972.07万,11.63%,7.76,6.94,7.17,7.05,1.99,4.44%,23.81,2.50
002249,大洋电机,4.51,8.41%,0.35,183.55万,8.25亿,10.10%,4.58,4.16,4.16,4.16,2.38,10.90%,40.41,1.28
002396,星网锐捷,22.98,8.04%,1.71,18.98万,4.28亿,9.45%,23.29,21.28,21.28,21.27,1.61,3.25%,30.45,3.28
002590,万安科技,7.41,8.02%,0.55,18.05万,1.35亿,6.56%,7.55,7.10,7.15,6.86,4.35,4.17%,150.51,1.90
300693,盛弘股份,26.95,7.97%,1.99,14.08万,3.77亿,7.13%,27.36,25.58,25.58,24.96,2.63,15.02%,39.99,5.14
002848,高斯贝尔,11.19,7.80%,0.81,4.08万,4487.38万,10.21%,11.40,10.34,10.38,10.38,2.68,4.13%,-9.59,3.26
600804,鹏博士,7.01,7.68%,0.50,47.89万,3.30亿,10.60%,7.15,6.46,6.46,6.51,2.36,3.34%,4.39,4.04
300451,创业慧康,13.29,7.61%,0.94,19.51万,2.55亿,11.50%,13.63,12.21,12.35,12.35,1.63,2.12%,70.96,3.94
300709,精研科技,50.25,7.60%,3.55,5.42万,2.74亿,11.86%,52.92,47.38,47.91,46.70,2.32,6.11%,50.11,3.86
002792,通宇通讯,17.86,7.59%,1.26,4.65万,8250.20万,8.13%,18.20,16.85,17.18,16.60,2.40,2.67%,73.01,2.99
300308,中际旭创,50.91,7.54%,3.57,10.99万,5.51亿,8.70%,51.46,47.34,47.34,47.34,1.73,1.62%,45.39,4.78
601236,红塔证券,18.10,7.48%,1.26,77.80万,14.12亿,9.32%,18.52,16.95,16.98,16.84,2.09,5.27%,53.36,4.72
688608,恒玄科技,338.00,7.37%,23.20,2.38万,7.87亿,10.67%,342.68,309.09,310.00,314.80,0.89,10.35%,260.00,7.50
605111,新洁能,196.23,7.35%,13.43,3.90万,7.52亿,8.48%,198.50,183.00,183.30,182.80,1.27,15.42%,147.54,17.71
300319,麦捷科技,8.66,7.31%,0.59,14.95万,1.29亿,10.41%,8.92,8.08,8.15,8.07,1.62,2.27%,63.69,2.82
300023,宝德股份,10.89,7.29%,0.74,8.81万,9512.81万,11.72%,11.24,10.05,10.05,10.15,2.12,6.41%,-4871.51,7.07
600882,妙可蓝多,51.70,7.26%,3.50,11.46万,5.80亿,8.46%,52.40,48.32,48.40,48.20,2.08,2.80%,300.33,14.31
605088,冠盛股份,22.54,7.18%,1.51,8.68万,1.89亿,10.08%,22.82,20.70,21.00,21.03,2.34,21.70%,30.76,2.54
000695,滨海能源,6.20,7.08%,0.41,7.82万,4733.89万,8.98%,6.25,5.73,5.79,5.79,2.80,3.53%,-80.21,3.78
000977,浪潮信息,26.14,7.00%,1.71,42.20万,10.92亿,8.23%,26.61,24.60,24.60,24.43,1.94,2.90%,45.36,3.25
601375,中原证券,6.43,6.99%,0.42,399.24万,25.91亿,7.32%,6.61,6.17,6.17,6.01,4.33,14.93%,258.10,2.23
600230,沧州大化,9.21,6.97%,0.60,13.94万,1.30亿,9.06%,9.47,8.69,8.79,8.61,3.67,3.38%,-16.66,1.13
300134,大富科技,10.47,6.95%,0.68,12.62万,1.31亿,9.91%,10.66,9.69,9.79,9.79,1.90,1.77%,214.49,1.60
300903,科翔股份,42.15,6.93%,2.73,7.79万,3.27亿,11.31%,43.79,39.33,39.52,39.42,1.65,19.06%,70.50,6.49
000905,厦门港务,7.26,6.92%,0.47,15.71万,1.13亿,10.01%,7.46,6.78,6.79,6.79,3.56,2.96%,38.58,1.30
300364,中文在线,8.06,6.90%,0.52,31.17万,2.50亿,9.28%,8.20,7.50,7.50,7.54,1.75,4.93%,94.85,4.02
300659,中孚信息,44.72,6.78%,2.84,3.42万,1.50亿,7.45%,45.00,41.88,41.89,41.88,1.20,2.64%,384.11,7.84
300251,光线传媒,11.63,6.70%,0.73,31.89万,3.69亿,11.47%,12.06,10.81,10.96,10.90,1.60,1.15%,401.57,3.86
600345,长江通信,18.12,6.65%,1.13,3.46万,6172.77万,9.71%,18.54,16.89,16.98,16.99,2.45,1.75%,41.43,1.81
000955,欣龙控股,8.18,6.65%,0.51,77.64万,6.16亿,13.82%,8.44,7.38,7.69,7.67,3.03,14.44%,15.56,5.33
300502,新易盛,55.40,6.64%,3.45,13.38万,7.39亿,9.36%,56.68,51.82,51.92,51.95,2.02,5.54%,44.02,6.12
603236,移远通信,187.08,6.64%,11.65,2.27万,4.20亿,8.38%,188.20,173.50,174.00,175.43,1.12,3.20%,120.12,11.11
300312,邦讯技术,5.85,6.56%,0.36,28.47万,1.64亿,10.56%,5.99,5.41,5.46,5.49,1.05,13.58%,-16.30,329.36
300416,苏试试验,22.59,6.56%,1.39,3.72万,8429.55万,8.92%,23.28,21.39,21.39,21.20,1.80,1.84%,44.70,4.63
300602,飞荣达,19.82,6.50%,1.21,6.79万,1.34亿,10.32%,20.30,18.38,18.38,18.61,1.62,2.20%,33.71,4.13
603258,电魂网络,30.87,6.48%,1.88,4.46万,1.37亿,11.00%,31.78,28.59,28.80,28.99,1.66,1.85%,18.53,3.45
002847,盐津铺子,111.78,6.44%,6.76,1.99万,2.19亿,7.10%,112.49,105.03,105.03,105.02,1.38,1.82%,57.59,15.30
603444,吉比特,415.00,6.41%,25.01,1.67万,6.88亿,8.84%,422.46,388.00,391.50,389.99,1.72,2.33%,28.15,8.42
002517,恺英网络,4.86,6.35%,0.29,43.26万,2.07亿,11.60%,5.00,4.47,4.50,4.57,2.09,3.04%,47.67,3.63
603559,中通国脉,15.95,6.26%,0.94,5.41万,8552.87万,9.66%,16.37,14.92,14.92,15.01,1.88,3.77%,535.52,2.59
300253,卫宁健康,15.87,6.15%,0.92,46.56万,7.22亿,11.04%,16.15,14.50,14.92,14.95,1.69,2.68%,125.01,8.40
603290,斯达半导,249.35,6.15%,14.44,3.42万,8.39亿,9.02%,252.00,230.81,234.00,234.91,1.16,8.54%,223.09,35.86
002912,中新赛克,57.00,6.15%,3.30,2.66万,1.49亿,7.34%,57.44,53.50,53.53,53.70,1.36,2.13%,51.91,6.14
300504,天邑股份,18.15,6.14%,1.05,4.87万,8785.99万,9.18%,18.65,17.08,17.10,17.10,1.94,4.62%,35.69,2.61
300747,锐科激光,82.02,6.09%,4.71,6.01万,4.84亿,7.24%,82.60,77.00,77.29,77.31,1.66,3.94%,98.52,9.64
002876,三利谱,46.30,6.07%,2.65,4.93万,2.31亿,10.33%,48.01,43.50,43.90,43.65,2.31,5.15%,82.89,3.16
002281,光迅科技,28.84,6.07%,1.65,12.80万,3.65亿,7.32%,29.25,27.26,27.32,27.19,1.85,1.95%,38.82,4.12
000935,四川双马,13.11,6.07%,0.75,8.56万,1.11亿,9.95%,13.53,12.30,12.30,12.36,3.03,1.12%,10.78,2.06
300624,万兴科技,52.36,6.03%,2.98,3.79万,1.96亿,9.17%,53.50,48.97,48.97,49.38,0.95,4.72%,38.51,8.06
300494,盛天网络,14.32,6.00%,0.81,6.03万,8576.71万,8.51%,14.65,13.50,13.50,13.51,1.62,3.78%,44.13,3.19
300559,佳发教育,13.27,5.99%,0.75,6.89万,8984.05万,7.43%,13.42,12.49,12.52,12.52,1.21,2.32%,23.03,4.95
002040,南 京 港,6.76,5.96%,0.38,14.06万,9341.60万,8.46%,6.89,6.35,6.35,6.38,3.00,2.91%,25.59,1.19
000938,紫光股份,20.29,5.95%,1.14,44.00万,8.81亿,7.52%,20.54,19.10,19.10,19.15,1.94,1.54%,33.60,1.99
002625,光启技术,20.21,5.92%,1.13,42.58万,8.68亿,8.39%,20.90,19.30,19.33,19.08,1.68,2.86%,320.38,5.57
600198,大唐电信,10.58,5.91%,0.59,38.96万,4.09亿,9.81%,10.88,9.90,9.98,9.99,1.47,4.43%,-27.51,-48.15
002605,姚记科技,24.42,5.90%,1.36,8.82万,2.15亿,7.03%,24.85,23.23,23.51,23.06,1.57,3.23%,7.48,5.05
600380,健康元,14.04,5.88%,0.78,30.21万,4.18亿,7.92%,14.38,13.33,13.37,13.26,1.21,1.55%,22.16,2.52
002699,美盛文化,5.77,5.87%,0.32,29.47万,1.66亿,8.99%,5.77,5.28,5.28,5.45,2.17,3.24%,71.30,1.64
300010,豆神教育,9.86,5.79%,0.54,35.67万,3.53亿,8.91%,10.22,9.39,9.44,9.32,1.93,4.90%,-68.68,2.63
300300,海峡创新,5.12,5.79%,0.28,21.77万,1.12亿,7.64%,5.27,4.90,4.92,4.84,1.64,3.24%,-8.79,2.83
300578,会畅通讯,40.46,5.78%,2.21,7.30万,2.93亿,8.47%,41.25,38.01,38.07,38.25,1.77,5.96%,48.19,5.61
300322,硕贝德,12.82,5.78%,0.70,8.48万,1.09亿,9.41%,13.17,12.03,12.08,12.12,1.56,2.21%,118.41,7.75
300011,鼎汉技术,6.98,5.76%,0.38,21.73万,1.56亿,8.64%,7.47,6.90,7.30,6.60,4.88,4.59%,50.92,1.93
603737,三棵树,149.11,5.75%,8.11,2.72万,3.97亿,7.97%,150.77,139.53,140.48,141.00,2.08,1.04%,92.56,17.00
603160,汇顶科技,150.83,5.73%,8.17,5.40万,8.07亿,5.54%,151.98,144.07,144.50,142.66,1.50,1.19%,47.06,9.20
300671,富满电子,40.91,5.71%,2.21,7.50万,3.07亿,9.61%,42.10,38.38,38.38,38.70,1.16,5.32%,78.62,6.46
300712,永福股份,23.34,5.66%,1.25,13.63万,3.23亿,10.32%,24.60,22.32,22.32,22.09,1.60,7.49%,85.83,4.21
300683,海特生物,41.03,5.64%,2.19,1.42万,5959.03万,9.01%,44.00,40.50,41.00,38.84,2.07,1.49%,-302.14,2.46
002078,太阳纸业,13.73,5.62%,0.73,56.81万,7.80亿,7.46%,14.15,13.18,13.19,13.00,1.96,2.19%,19.39,2.32
600765,中航重机,21.01,5.58%,1.11,47.71万,9.88亿,9.15%,21.57,19.75,20.21,19.90,1.38,5.56%,55.17,3.10
002886,沃特股份,23.43,5.54%,1.23,1.64万,3790.28万,7.25%,23.74,22.13,22.19,22.20,1.52,1.94%,49.57,2.87
600536,中国软件,75.76,5.52%,3.96,20.99万,15.65亿,10.38%,77.80,70.35,70.40,71.80,1.20,4.24%,-51.11,22.39
300292,吴通控股,4.24,5.47%,0.22,39.44万,1.67亿,8.46%,4.36,4.02,4.04,4.02,1.88,3.81%,68.65,3.32
600831,广电网络,6.77,5.45%,0.35,16.87万,1.14亿,8.72%,6.98,6.42,6.42,6.42,2.33,2.37%,80.85,1.30
002425,凯撒文化,7.98,5.42%,0.41,40.50万,3.21亿,8.06%,8.13,7.52,7.55,7.57,1.60,4.98%,32.44,1.55
603039,泛微网络,95.80,5.38%,4.89,9256,8692.75万,5.81%,96.33,91.05,91.05,90.91,1.75,0.44%,194.65,21.13
600059,古越龙山,15.68,5.38%,0.80,127.37万,19.52亿,11.49%,16.28,14.57,15.25,14.88,1.18,15.75%,110.75,3.02
600410,华胜天成,8.85,5.36%,0.45,26.69万,2.37亿,9.76%,9.22,8.40,8.42,8.40,2.10,2.43%,57.19,1.99
603256,宏和科技,9.08,5.34%,0.46,13.82万,1.28亿,9.98%,9.48,8.62,8.63,8.62,2.04,10.17%,69.68,5.50
000851,高鸿股份,7.12,5.33%,0.36,39.55万,2.79亿,9.47%,7.32,6.68,6.75,6.76,1.36,4.50%,-42.80,2.02
600491,龙元建设,5.35,5.31%,0.27,17.83万,9438.49万,8.46%,5.49,5.06,5.09,5.08,1.93,1.17%,10.79,0.74
300548,博创科技,34.98,5.30%,1.76,4.18万,1.45亿,8.55%,35.83,32.99,33.26,33.22,1.57,3.62%,68.18,7.61
300369,绿盟科技,14.75,5.28%,0.74,15.31万,2.23亿,7.78%,14.95,13.86,13.97,14.01,1.10,2.09%,-1123.83,3.58
000088,盐 田 港,6.39,5.27%,0.32,19.05万,1.20亿,9.06%,6.57,6.02,6.07,6.07,2.38,0.85%,34.42,1.67
603322,超讯通信,17.27,5.24%,0.86,3.32万,5738.10万,8.71%,17.68,16.25,16.39,16.41,2.35,2.12%,43.56,6.27
002076,*ST雪莱,1.82,5.20%,0.09,13.86万,2512.79万,3.47%,1.82,1.76,1.77,1.73,2.51,2.75%,-41.37,-8.72
603986,兆易创新,193.81,5.19%,9.56,14.40万,28.02亿,7.95%,199.80,185.15,185.55,184.25,1.73,3.28%,101.87,8.72
601598,中国外运,4.48,5.16%,0.22,81.39万,3.59亿,7.51%,4.57,4.25,4.31,4.26,2.45,6.02%,11.95,1.12
600091,ST明科,1.84,5.14%,0.09,5.51万,993.31万,9.14%,1.84,1.68,1.70,1.75,2.11,1.26%,-1539.01,0.89
002236,大华股份,19.49,5.12%,0.95,46.25万,8.87亿,5.56%,19.64,18.61,18.65,18.54,1.06,2.49%,15.50,3.15
600190,锦州港,3.08,5.12%,0.15,17.99万,5442.27万,5.80%,3.09,2.92,2.93,2.93,4.10,1.01%,29.98,0.96
603660,苏州科达,7.22,5.09%,0.35,8.41万,6159.91万,10.92%,7.56,6.81,6.81,6.87,1.74,1.70%,-25.01,2.11
600247,*ST成城,1.24,5.08%,0.06,6.26万,748.57万,6.78%,1.24,1.16,1.18,1.18,0.68,1.86%,-8.53,-3.78
002021,ST中捷,1.86,5.08%,0.09,1.53万,282.73万,1.13%,1.86,1.84,1.84,1.77,0.29,0.22%,-37.28,1.87
000806,*ST银河,1.66,5.06%,0.08,10.68万,1767.77万,2.53%,1.66,1.62,1.64,1.58,1.89,1.53%,38.79,7.03
300639,凯普生物,37.17,5.06%,1.79,8.52万,3.17亿,7.32%,38.30,35.71,37.04,35.38,1.37,4.06%,24.01,3.73
300151,昌红科技,24.95,5.05%,1.20,6.67万,1.67亿,6.44%,25.75,24.22,24.38,23.75,1.67,2.33%,64.37,12.36
600696,ST岩石,10.61,5.05%,0.51,3.00万,3125.59万,4.75%,10.61,10.13,10.50,10.10,0.80,0.90%,422.42,13.51
002650,ST加加,6.45,5.05%,0.31,6.15万,3961.69万,1.30%,6.45,6.37,6.45,6.14,0.36,0.53%,39.97,3.05
002470,*ST金正,1.25,5.04%,0.06,2.61万,325.95万,0.00%,1.25,1.25,1.25,1.19,0.10,0.09%,-9.85,0.44
600555,*ST海创,1.46,5.04%,0.07,13.88万,1984.78万,6.47%,1.46,1.37,1.37,1.39,1.26,1.43%,38.53,1.75
603613,国联股份,119.70,5.00%,5.70,2.67万,3.08亿,6.96%,119.80,111.87,113.56,114.00,1.18,2.22%,119.09,7.76
002196,方正电机,7.82,4.97%,0.37,61.86万,4.98亿,7.11%,8.20,7.67,7.67,7.45,2.31,14.93%,-47.00,1.79
600588,用友网络,42.76,4.96%,2.02,23.18万,9.83亿,6.85%,43.47,40.68,40.75,40.74,0.94,0.71%,-6723.50,21.17
601869,长飞光纤,27.36,4.95%,1.29,1.80万,4902.82万,5.56%,27.56,26.11,26.15,26.07,2.04,1.69%,38.31,2.33
300007,汉威科技,15.54,4.93%,0.73,11.31万,1.77亿,6.68%,16.05,15.06,15.12,14.81,2.01,4.69%,19.47,3.01
002967,广电计量,34.10,4.92%,1.60,11.81万,4.06亿,5.48%,35.28,33.50,33.60,32.50,1.26,6.23%,171.55,11.54
603118,共进股份,10.32,4.88%,0.48,8.66万,8880.09万,6.10%,10.47,9.87,9.89,9.84,1.22,1.12%,20.12,1.72
300043,星辉娱乐,3.44,4.88%,0.16,20.32万,7006.91万,7.62%,3.55,3.30,3.30,3.28,2.03,2.22%,118.86,1.45
002065,东华软件,8.17,4.88%,0.38,40.92万,3.33亿,7.19%,8.31,7.75,7.78,7.79,1.63,1.46%,31.03,2.55
000571,*ST大洲,2.59,4.86%,0.12,5.65万,1455.66万,3.24%,2.59,2.51,2.52,2.47,1.25,0.70%,-17.48,3.24
002243,通产丽星,11.01,4.86%,0.51,6.77万,7418.40万,8.95%,11.34,10.40,10.50,10.50,1.48,1.65%,34.37,2.41
300731,科创新源,20.97,4.85%,0.97,4.17万,8898.83万,9.00%,22.09,20.29,20.29,20.00,2.14,3.53%,61.98,4.31
002247,*ST聚力,1.73,4.85%,0.08,15.62万,2675.16万,5.45%,1.73,1.64,1.65,1.65,2.58,2.70%,6.68,2.43
300597,吉大通信,10.64,4.83%,0.49,8.21万,8736.44万,8.57%,10.97,10.10,10.14,10.15,2.40,3.72%,118.90,3.14
300383,光环新网,16.75,4.82%,0.77,33.25万,5.56亿,6.63%,17.16,16.10,16.10,15.98,1.42,2.21%,28.43,2.87
002175,ST东网,1.09,4.81%,0.05,11.22万,1212.15万,2.88%,1.09,1.06,1.06,1.04,0.41,1.49%,-0.92,-1.64
600647,同达创业,14.22,4.79%,0.65,2.32万,3243.14万,5.90%,14.25,13.45,13.50,13.57,1.83,1.67%,416.73,6.79
